name,overview,first_air_date,rating,vote_count,review
The Amazing World of Gumball,"The life of Gumball Watterson, a 12-year old cat who attends middle school in Elmore. Accompanied by his pet, adoptive brother, and best friend Darwin Watterson, he frequently finds himself involved in various shenanigans around the city, during which he interacts with various family members: Anais, Richard, and Nicole Watterson, and other various citizens.",2011-05-03,8.545,1622,No reviews
SPY x FAMILY,"A spy, an assassin and a telepath come together to pose as a family, each for their own reasons, while hiding their true identities from each other.",2022-04-09,8.5,2078,This show is basically the worst aspects of Fullmetal Alchemist and Gintama rolled into one. Pass for me.
Yuri!!! on Ice,"While on the verge of retirement, skater Yuri Katsuki meets Yuri Plisetsky and Victor Nikiforov, two skaters who rekindle his competitive fire.",2016-10-06,8.5,630,No reviews
DARLING in the FRANXX,"The story is set in the distant future. The land is ruined, and humanity establishes the mobile fort city Plantation. Pilots produced inside Plantation live in Mistilteinn, also know as the ""birdcage."" Children live there knowing nothing of the outside world or the freedom of the sky. Their lives consist of battling to carry out missions. Their enemies are mysterious giant lifeforms known as Kyouryuu, and the children pilot robots called Franxx to face off against them. For the children, riding the Franxx proves their existence.

A boy named Hiro is called Code:016, and he was once known as a prodigy. However, he has fallen behind, and his existence seems unnecessary. Not piloting a Franxx is the same as ceasing to exist. One day, a mysterious girl known as ""Zero Two"" appears before him. Two horns grow out of her head.",2018-01-13,8.5,1832,No reviews
BoJack Horseman,"Meet the most beloved sitcom horse of the '90s , 20 years later. He's a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",2014-08-22,8.543,2625,"An animated show about real life - celebrity, relationship, addiction, depression and every other thing life is made up of."
Real Girl,"Tsutsui Hikari (a.k.a ""Tsuttsun"") is a high school student who is content with his virtual life of anime and video games. One day, he gets stuck cleaning the pool with Iroha, a real live girl who is stylish, sassy and known to be easy with boys ... and she aggressively approaches him! Tsuttsun, who has few friends and lives in his own world, finds himself smitten by the confident and wild Iroha ... and his whole world is turned upside down!! It's the awkward and pure love story of a boy who experiences relationship for the first time.",2018-04-04,8.5,450,No reviews
Dororo,"A samurai lord has bartered away his newborn son's organs to forty-eight demons in exchange for dominance on the battlefield. Yet, the abandoned infant survives thanks to a medicine man who equips him with primitive prosthetics—lethal ones with which the wronged son will use to hunt down the multitude of demons to reclaim his body one piece at a time, before confronting his father. On his journeys the young hero encounters an orphan who claims to be the greatest thief in Japan.",2019-01-07,8.5,1247,No reviews
High School D×D,"Issei Hyodo is your average perverted high school student whose one wish in life is to have his own harem, but he's got to be one of the unluckiest guys around. He goes on his first date with a girl only to get brutally attacked and killed when it turns out the girl is really a vicious fallen angel. To top it all off, he's later reincarnated as a devil by his gorgeous senpai who tells him that she is also a devil and now his master! One thing's for sure, his peaceful days are over. In a battle between devils and angels, who will win?",2012-01-06,8.5,1953,No reviews
Weak Hero,"With the aid of unexpected friends, a gifted but introverted student confronts bullies and violent foes — unaware of how dangerous his world will become.",2022-11-18,8.5,293,"An entire TV show about school bullying. Performances are ok, but there is very little to recommend here as it's been done a thousand times before."
Golden Time,"Banri Tada is a freshman at a Tokyo law school. After an accident, he suffers severe memory loss. Despite the incident, he befriends fellow freshman, Mitsuo Yanagisawa, which leads him to the beautiful, yet obsessive, Kouko Kaga.",2013-10-03,8.5,559,No reviews
Young Royals,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",2021-07-01,8.5,1151,"The series is truly perfect, it represents teenagers feelings and attitudes. The lgbtq plot and romance is realistic. **The fact that Wilhelm isn’t labeled as gay is important, because you don't always have to come out.** The cast is very good, they look like their age, they’re  not the typical teen"
Shaman King,"Asakura Yoh is a shaman, a person who communicates with ghosts. He enters the Shaman Fight, for whoever wins the tournament gets to commune with the Great Spirit, God... that and his fiance Anna wants to be the wife of the Shaman King. Helping him are his friends Manta, Horo Horo, Ryu, and his samurai ghost partner, Amidamaru.",2001-07-04,8.5,421,No reviews
Alchemy of Souls,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022-06-18,8.537,709,"For any fantastical movie to create the right cinematic experience that the audience always crave, it must utilise CGI to create such intriguing moment. The ongoing Kdrama series— Alchemy of Souls do not render less, so far, it puts CGI to good use to create a unique and mesmerising experience for t"
Naruto Shippūden,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",2007-02-15,8.5,8424,No reviews
Dickinson,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world’s greatest poet.",2019-11-01,8.5,957,"My thoughts on Dickinson 

Dickinson is such a well-written show. The way Alena Smith took the story of a young poet (Emily Dickinson) more than 150 years ago and turned it into something so relatable to the current generation was just amazing. 



It’s interesting how the entire story was set"
The Rising of the Shield Hero,"Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero. Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world. But will he really find a way to overturn this desperate situation?",2019-01-09,8.5,1463,"This animation **_The Rising of the Shield Hero_** (_Tate no Yuusha no Nariagari_) is in the isekai genre; meaning modern day person transported (usually by magic) to another plain of reality or another world; typically fantasy based.

This series is exceptionally good.  While there is some libera"
